,query,verbs,nouns,verb_noun,cancel_noun_verb
5421,could you help me to subscribe to your company newsletter?,"help,subscribe","company,newsletter","help,subscribe,company,newsletter",FALSE
5422,I cannot cancel the company newsletter subscription,cancel,"company,newsletter,subscription","cancel,company,newsletter,subscription",TRUE
5423,I'm trying to unsubscribe to ur newsletter,"trying,unsubscribe",,"trying,unsubscribe,",FALSE
5424,help me to see tge status of my newsletter subscription,"help,see,tge","status,newsletter,subscription","help,see,tge,status,newsletter,subscription",FALSE
5425,I need assistance to subscribe to your company newsletter,"need,subscribe","assistance,company,newsletter","need,subscribe,assistance,company,newsletter",FALSE
5426,I would like to subscribe to your corporate newsletter,"like,subscribe",newsletter,"like,subscribe,newsletter",FALSE
5427,I don't know how I could report an issue with payments,"know,report","issue,payments","know,report,issue,payments",FALSE
5428,I don't know how to report payment issues,"know,report","payment,issues","know,report,payment,issues",FALSE
5429,I don't know how I can report payment issues,"know,report","payment,issues","know,report,payment,issues",FALSE
5430,report issues with payments,,"report,issues,payments",",report,issues,payments",FALSE
5431,could you help me solving issues with payments?,"help,solving","issues,payments","help,solving,issues,payments",FALSE
5432,I am trying to report an issue with payment,"trying,report","issue,payment","trying,report,issue,payment",FALSE
5433,assistance reporting issues with payment,reporting,"assistance,issues,payment","reporting,assistance,issues,payment",FALSE
5434,I do not know how I can report payment issues,"know,report","payment,issues","know,report,payment,issues",FALSE
5435,I would like to report an issue with payments,"like,report","issue,payments","like,report,issue,payments",FALSE
5436,I do not know how I can report an issue with payment,"know,report","issue,payment","know,report,issue,payment",FALSE
5437,could you help me to report issues with payment?,"help,report","issues,payment","help,report,issues,payment",FALSE
5438,what do I need to do to report an issue with payment?,"need,do,report","issue,payment","need,do,report,issue,payment",FALSE
5439,can you help me solving issues with payment?,"help,solving","issues,payment","help,solving,issues,payment",FALSE
5440,help to report an issue with payments,"help,report","issue,payments","help,report,issue,payments",FALSE
5441,I don't know how I could report issues with payment,"know,report","issues,payment","know,report,issues,payment",FALSE
5442,where to report issues with payments?,report,"issues,payments","report,issues,payments",FALSE
5443,I want help to report payment issues,"want,report","help,payment,issues","want,report,help,payment,issues",FALSE
5444,assistance solving issues with payment,solving,"assistance,issues,payment","solving,assistance,issues,payment",FALSE
5445,I need assistance reporting an issue with payment,"need,reporting","assistance,issue,payment","need,reporting,assistance,issue,payment",FALSE
5446,I want help solving issues with payment,"want,solving","help,issues,payment","want,solving,help,issues,payment",FALSE
5447,could you help me report issues with payments?,"help,report","issues,payments","help,report,issues,payments",FALSE
5448,could you help me solving an issue with payments?,"help,solving","issue,payments","help,solving,issue,payments",FALSE
5449,I want help reporting a payment issue,"want,reporting","help,payment,issue","want,reporting,help,payment,issue",FALSE
5450,I try to report an issue with payment,"try,report","issue,payment","try,report,issue,payment",FALSE
5451,help me report issues with payments,"help,report","issues,payments","help,report,issues,payments",FALSE
5452,I need help solving issues with payment,"need,solving","help,issues,payment","need,solving,help,issues,payment",FALSE
5453,assistance reporting issues with payments,reporting,"assistance,issues,payments","reporting,assistance,issues,payments",FALSE
5454,where do I report issues with payment?,report,"issues,payment","report,issues,payment",FALSE
5455,report an issue with payments,report,"issue,payments","report,issue,payments",FALSE
5456,I do not know what I have to do to report payment issues,"know,have,do,report","payment,issues","know,have,do,report,payment,issues",FALSE
5457,question about my payment,,"question,payment",",question,payment",FALSE
5458,I want help reporting an issue with payments,"want,reporting","help,issue,payments","want,reporting,help,issue,payments",FALSE
5459,would it be possible to report payment issues?,report,"payment,issues","report,payment,issues",FALSE
5460,can you help me to solve payment issues?,"help,solve","payment,issues","help,solve,payment,issues",FALSE
5461,how do I report issues with payments?,report,"issues,payments","report,issues,payments",FALSE
5462,I want help reporting payment issues,"want,reporting","help,payment,issues","want,reporting,help,payment,issues",FALSE
5463,help me solving payment issues,"help,solving","payment,issues","help,solving,payment,issues",FALSE
5464,help to report a payment issue,"help,report","payment,issue","help,report,payment,issue",FALSE
5465,I need assistance to report payment issues,"need,report","assistance,payment,issues","need,report,assistance,payment,issues",FALSE
5466,I need help solving payment issues,"need,solving","help,payment,issues","need,solving,help,payment,issues",FALSE
5467,can you help me to report issues with payment?,"help,report","issues,payment","help,report,issues,payment",FALSE
5468,issues with payments,,"issues,payments",",issues,payments",FALSE
5469,I want help to solve issues with payments,"want,solve","help,issues,payments","want,solve,help,issues,payments",FALSE
5470,could you help me report an issue with payment?,"help,report","issue,payment","help,report,issue,payment",FALSE
5471,reporting issue with payments,reporting,"issue,payments","reporting,issue,payments",FALSE
5472,I need assistance solving issues with payment,"need,solving","assistance,issues,payment","need,solving,assistance,issues,payment",FALSE
5473,can you help me to solve an issue with payments?,"help,solve","issue,payments","help,solve,issue,payments",FALSE
5474,can you help me solving issues with payments?,"help,solving","issues,payments","help,solving,issues,payments",FALSE
5475,I don't know what to do to report issues with payment,"know,do,report","issues,payment","know,do,report,issues,payment",FALSE
5476,I try to report issues with payment,"try,report","issues,payment","try,report,issues,payment",FALSE
5477,could you help me report a payment issue?,"help,report","payment,issue","help,report,payment,issue",FALSE
5478,I need help to solve an issue with payments,"need,solve","help,issue,payments","need,solve,help,issue,payments",FALSE
5479,could you help me solving payment issues?,"help,solving","payment,issues","help,solving,payment,issues",FALSE
5480,where could I report a payment issue?,report,"payment,issue","report,payment,issue",FALSE
5481,help reporting issues with payments,"help,reporting","issues,payments","help,reporting,issues,payments",FALSE
5482,what do I need to do to report issues with payments?,"need,do,report","issues,payments","need,do,report,issues,payments",FALSE
5483,I want help to report issues with payment,"want,report","help,issues,payment","want,report,help,issues,payment",FALSE
5484,I do not know how I can report an issue with payments,"know,report","issue,payments","know,report,issue,payments",FALSE
5485,I do not know how to report a payment issue,"know,report","payment,issue","know,report,payment,issue",FALSE
5486,I want to report an issue with payments,"want,report","issue,payments","want,report,issue,payments",FALSE
5487,can you help me to report payment issues?,"help,report","payment,issues","help,report,payment,issues",FALSE
5488,I need to report an issue with payments,"need,report","issue,payments","need,report,issue,payments",FALSE
5489,could you help me to report an issue with payments?,"help,report","issue,payments","help,report,issue,payments",FALSE
5490,I want assistance solving an issue with payments,"want,solving","assistance,issue,payments","want,solving,assistance,issue,payments",FALSE
5491,can you help me report issues with payment?,"help,report","issues,payment","help,report,issues,payment",FALSE
5492,could you help me to solve payment issues?,"help,solve","payment,issues","help,solve,payment,issues",FALSE
5493,I want help to solve an issue with payment,"want,solve","help,issue,payment","want,solve,help,issue,payment",FALSE
5494,solve issues with payments,solve,"issues,payments","solve,issues,payments",FALSE
5495,I do not know what to do to report an issue with payment,"know,do,report","issue,payment","know,do,report,issue,payment",FALSE
5496,report issues with payment,,"report,issues,payment",",report,issues,payment",FALSE
5497,help regarding payments,regarding,"help,payments","regarding,help,payments",FALSE
5498,I do not know how to report issues with payment,"know,report","issues,payment","know,report,issues,payment",FALSE
5499,help me solve a payment issue,"help,solve","payment,issue","help,solve,payment,issue",FALSE
5500,I have a question about my payments,have,"question,payments","have,question,payments",FALSE
5501,help me solve payment issues,"help,solve","payment,issues","help,solve,payment,issues",FALSE
5502,can you help me to solve an issue with payment?,"help,solve","issue,payment","help,solve,issue,payment",FALSE
5503,I do not know what I need to do to report a payment issue,"know,need,do,report","payment,issue","know,need,do,report,payment,issue",FALSE
5504,I want to report payment issues,"want,report","payment,issues","want,report,payment,issues",FALSE
5505,help me solving issues with payments,"help,solving","issues,payments","help,solving,issues,payments",FALSE
5506,reporting issues with payment,,"reporting,issues,payment",",reporting,issues,payment",FALSE
5507,I need help to solve a payment issue,"need,solve","help,payment,issue","need,solve,help,payment,issue",FALSE
