query,verbs,nouns,verb_noun,Subject,Intent,Sentiment
i want to know if i can have several accounts,"want,know,have",accounts,"want,know,have,accounts",account,set_up,Positive
I want to know if I can have several accounts,"want,know,have",accounts,"want,know,have,accounts",account,set_up,Positive
I want to know if I can have several online accounts,"want,know,have",accounts,"want,know,have,accounts",account,set_up,Positive
i want to know if i can have several online accounts,"want,know,have",accounts,"want,know,have,accounts",account,set_up,Positive
"I need an account, I need help opening one","need,need,opening","account,help","need,need,opening,account,help",account,set_up,Positive
"I need an online account, I need help opening one","need,need,opening","account,help","need,need,opening,account,help",account,set_up,Positive
"i need an account, i need help opening one","need,need,opening","account,help","need,need,opening,account,help",account,set_up,Positive
"I want a user account , open one","want,open","user,account","want,open,user,account",account,set_up,Positive
"I want a user account, how can I open one?","want,open","user,account","want,open,user,account",account,set_up,Positive
I want to open a user account,"want,open","user,account","want,open,user,account",account,set_up,Positive
"i want a user account, open one","want,open","user,account","want,open,user,account",account,set_up,Positive
"I want a user account, can I open one?","want,open","user,account","want,open,user,account",account,set_up,Positive
"I want a user account, how do I open one?","want,open","user,account","want,open,user,account",account,set_up,Positive
"I want a user account, can you open one?","want,open","user,account","want,open,user,account",account,set_up,Positive
"i want a user account, can u open one?","want,open","user,account","want,open,user,account",account,set_up,Positive
I want to know if I can create more than one account with a single email,"want,know,create","account,email","want,know,create,account,email",account,set_up,Positive
i want to know if i can create more than one account with the same email,"want,know,create","account,email","want,know,create,account,email",account,set_up,Positive
i want to know if i could create more than one online account with the same email,"want,know,create","account,email","want,know,create,account,email",account,set_up,Positive
i want to know if i can create more than one online account with the same email,"want,know,create","account,email","want,know,create,account,email",account,set_up,Positive
I want to know if I can create more than one account with the same email,"want,know,create","account,email","want,know,create,account,email",account,set_up,Positive
I want to know if I can create more than one online account with an single email,"want,know,create","account,email","want,know,create,account,email",account,set_up,Positive
I want to know if I can create more than one online account with the same email,"want,know,create","account,email","want,know,create,account,email",account,set_up,Positive
"I don't have a user account, register","have,register","user,account","have,register,user,account",account,set_up,Neutral
"I don't have a user account, how dp I register?","have,register","user,account","have,register,user,account",account,set_up,Neutral
"I have no user account, register","have,register","user,account","have,register,user,account",account,set_up,Negative
"I have no user account, can I register?","have,register","user,account","have,register,user,account",account,set_up,Negative
"I don't have a user account, can you register?","have,register","user,account","have,register,user,account",account,set_up,Neutral
"I have no user account, how do I register ?","have,register","user,account","have,register,user,account",account,set_up,Negative
"I don't have a user account, how can I register?","have,register","user,account","have,register,user,account",account,set_up,Neutral
"i dont have a user account, can u register?","have,register","user,account","have,register,user,account",account,set_up,Neutral
"I have no user account, can you register?","have,register","user,account","have,register,user,account",account,set_up,Negative
"I have no user account, could I register?","have,register","user,account","have,register,user,account",account,set_up,Negative
"I don't have a user account, can I register?","have,register","user,account","have,register,user,account",account,set_up,Neutral
