,verb_noun,counts,Subject,Intent
1585,"get,information,user,account,deletion",4,,
1586,"like,request,tell,do,invoice",4,invoice,enquiry
1587,"help,submitting,feedback",4,,
1588,"cancelled,obtain,show,reimbursement",4,refund,enquiry
1589,"have,help,open,account",4,,
1590,"need,set,shipping,address",4,shipping address,set_up
1591,"need,changing,help,shipping,address",4,shipping address,modification
1592,"delete,assistance,account",4,,
1593,"help,changing,made,order",4,,
1594,"need,closing,help,account",4,,
1595,"help,remove,items",4,,
1596,"postponed,do,get,concert,reimbursement",4,refund,enquiry
1597,"know,leave,review,services",4,feedback,enquiry
1598,"have,do,open,user,account",4,,
1599,"ask,leave,agent,comment,service",4,feedback,enquiry
1600,"help,remove,items,order",4,,
1601,"postponed,get,concert,refund",4,refund,enquiry
1602,"need,obtain,reimbursement",4,refund,enquiry
1603,"want,do,refund",4,refund,enquiry
1604,"ask,request,agent,invoices",4,invoice,enquiry
1605,"want,know,own,accounts",4,,
1606,"have,have,do,create,user,account",4,,
1607,"want,know,have,accounts",4,account,set_up
1608,"ask,leave,agent,review,service",4,feedback,enquiry
1609,"want,obtain,tell,do,bills",4,invoice,enquiry
1610,"postponed,request,game,reimbursement",4,refund,enquiry
1611,"own,account",4,,
1612,"want,do,profile",4,,
1613,"want,submit,do,comment,service",4,,
1614,"ask,create,agent,user,account",4,,
1615,"cancelled,get,concert,refund",4,refund,enquiry
1616,"lodge,service,opinion",4,,
1617,"cancelled,do,event",4,,
1618,"cancelled,obtain,concert,refund",4,refund,enquiry
1619,"add,items,order",4,,
1620,"postponed,request,concert,refund",4,refund,enquiry
1621,"postponed,do,obtain,concert,reimbursement",4,refund,enquiry
1622,"postponed,obtain,show,reimbursement",4,refund,enquiry
1623,"know,check,takes,delivery",4,delivery,enquiry
1624,"have,want,open,user,account",4,,
1625,"like,delete,account",4,,
1626,"cancelled,obtain,event,refund",4,refund,enquiry
1627,"want,need,opening,account,help",4,account,set_up
1628,"cancelled,obtain,concert,reimbursement",4,refund,enquiry
1629,"file,service,opinion",4,,
1630,"want,know,request,invoices",4,invoice,enquiry
1631,"got,need,creating,account,help",4,account,set_up
1632,"wanna,request,tell,do,bill",4,invoice,enquiry
1633,"tell,processed,refund",4,refund,enquiry
1634,"want,know,register,profile,email,address",4,,
1635,"help,switching,user",4,,
1636,"lost,see,bills",4,invoice,enquiry
1637,"got,want,register,account",4,,
1638,"want,open,do,user,account",4,,
1639,"want,download,tell,do,invoices",4,invoice,enquiry
1640,"help,checking,cancellation,fees",4,cancellation_fee,enquiry
1641,"have,need,registering,user,account,help",4,account,set_up
1642,"want,check,cancellation,fee",4,cancellation_fee,enquiry
1643,"pops,try,make,do,error,payment,order",4,,
1644,"want,know,track,status,refund",4,refund,enquiry
1645,"want,see,bill",4,invoice,enquiry
1646,"make,discontent,service,consumer,complaint",4,complaint,enquiry
1647,"got,want,register,user,account",4,,
1648,"cancelled,obtain,event,reimbursement",4,refund,enquiry
1649,",cancellation,fees",4,cancellation_fee,enquiry
1650,"want,check,do,status,refund",4,refund,enquiry
1651,"tell,processed,reimbursement",4,refund,enquiry
1652,"know,check,arrive,item",4,order,enquiry
1653,"m,file,service,consumer,complaint",4,complaint,enquiry
1654,",status,order",4,,
1655,",cancellation,fee",4,cancellation_fee,enquiry
1656,"want,know,obtain,bill",4,invoice,enquiry
1657,"want,tracking,assistance,order",4,,
1658,"ask,view,agent,status,reimbursement",4,refund,enquiry
1659,"want,help,account",4,,
1660,"find,show,invoice",4,invoice,enquiry
1661,"ask,download,agent,invoices",4,invoice,enquiry
1662,"submit,discontent,service,consumer,complaint",4,complaint,enquiry
1663,"want,view,do,money,guarantee",4,refund,enquiry
1664,"help,check,going,arrive,item",4,,
1665,"help,leaving,review,services",4,feedback,enquiry
1666,"help,using,account",4,,
1667,"find,see,bills",4,invoice,enquiry
1668,"want,see,tell,do,invoices",4,invoice,enquiry
1669,"tell,money,guarantee",4,refund,enquiry
1670,"wanna,know,obtain,bill",4,invoice,enquiry
1671,"know,remove,items,order",4,,
1672,"know,do,change,shipping,address",4,shipping address,modification
1673,"help,leave,review,services",4,feedback,enquiry
1674,"know,leave,review,company",4,feedback,enquiry
1675,"want,see,do,money,guarantee",4,refund,enquiry
1676,"help,leaving,review,company",4,feedback,enquiry
1677,"want,check,do,refund,policy",4,refund,enquiry
1678,"ask,check,agent,reimbursement,policy",4,refund,enquiry
1679,"register,user,account,email",4,,
1680,"ask,write,agent,opinion,service",4,,
1681,"got,want,open,account",4,,
1682,"know,submit,feedback",4,feedback,enquiry
1683,"show,choose,options,delivery",4,,
1684,"postponed,get,game,refund",4,refund,enquiry
1685,"want,file,do,comment,service",4,,
1686,"show,expect,delivery",4,,
1687,"want,know,get,invoices",4,invoice,enquiry
1688,"help,editing,information",4,,
1689,"want,do,create,account",4,account,set_up
1690,"help,editing,account",4,,
1691,"have,want,register,account",4,,
1692,"want,help,open,account",4,,
1693,"help,editing,information,account",4,,
1694,"solve,making,problems,payment",4,,
1695,"ask,update,agent,information,profile",4,,
1696,"help,check,ask,cases,refund",4,refund,enquiry
1697,"solve,issues,payment",4,,
1698,"ask,know,agent,packages",4,,
1699,"got,attempted,pay,charged,do,error,card",4,,
1700,"need,do,get,refund",4,refund,enquiry
1701,"tell,know,delivery",4,,
1702,"tell,contact,email,address",4,customer_support ,enquiry
1703,"show,contact,hours,customer,service",4,customer_support ,enquiry
1704,"want,speak,information,client,service",4,,
1705,"understand,do,speak,",4,,
1706,"want,see,mail,address",4,,
1707,"ask,make,agent,payment",4,,
1708,"help,getting,refunds",4,refund,enquiry
1709,"show,information,email",4,,
1710,"have,paying,need,informing,issue,order,help",4,,
1711,"ask,agent,mail",4,,
1712,"ask,see,agent,status,purchase",4,purchase,enquiry
1713,"know,report,issue,payment",4,,
1714,"have,making,do,inform,issue,payment,card",4,,
1715,"ask,see,agent,payment,options",4,payment methods,enquiry
1716,"want,know,contact,mail",4,customer_support ,enquiry
1717,"want,buy,assistance,item",4,,
1718,"know,have,do,buy,item",4,purchase,enquiry
1719,"have,speak,question,client,service",4,,
1720,"want,information,email",4,,
1721,"want,see,mail",4,,
1722,"help,solving,issues,payments",4,,
1723,"want,see,contact,mail",4,customer_support ,enquiry
1724,"want,speak,",4,,
1725,"have,speak,question,customer,support",4,,
1726,"solve,paying,issues",4,,
1727,"have,making,notify,problem,payment",4,complaint,enquiry
1728,"give,contact,information,mail,address",4,,
1729,"help,filing,complaint,business",4,,
1730,"helping,have,do,speak,agent",4,,
1731,"helping,have,do,talk,human",4,customer_support ,enquiry
1732,"have,paying,do,problem",4,,
1733,"helping,want,speak,",4,,
1734,"tell,know,order",4,,
1735,"ask,speak,agent,customer,service",4,,
1736,"have,paying,do,inform,problem,order",4,,
1737,"helping,want,talk,human",4,customer_support ,enquiry
1738,"show,information,mail,address",4,,
1739,"know,report,issue,payments",4,complaint,enquiry
1740,"hacked,help,account,u",4,account,restoration
1741,"help,getting,refund,money",4,refund,enquiry
1742,"got,tried,pay,charged,do,error",4,,
1743,"help,getting,refund",4,refund,enquiry
1744,"hacked,help,get,account",4,account,restoration
1745,"want,know,contact,email",4,,
1746,"purchased,do,modify,purchase",4,,
1747,"help,checking,money,policy",4,refund,enquiry
1748,"ask,send,agent,email,customer,service",4,,
1749,"ask,contact,agent,customer,support",4,customer_support ,enquiry
1750,"trying,buy,item",4,purchase,enquiry
1751,"wanna,check,tell,do,delivery",4,order,enquiry
1752,"ask,see,agent,cancellation,penalty",4,cancellation_fee,enquiry
1753,"ask,change,agent,profile",4,,
1754,"tell,allowed,payment,methods",4,payment methods,enquiry
1755,"help,report,issue,payment",4,,
1756,"show,ask,refunded,cases",4,refund,enquiry
1757,"cancel,newsletter,subscription",4,,
1758,"solve,paying,issue",4,,
1759,"tell,know,shipment",4,,
1760,"tell,track,deliveries",4,,
1761,"want,know,check,shipment",4,order,enquiry
1762,"want,view,do,cancellation,penalties",4,cancellation_fee,enquiry
1763,"show,accept,payment,methods",4,payment methods,enquiry
1764,"know,check,allowed,payment,methods",4,payment methods,enquiry
1765,"sign,newsletter",4,,
1766,"ask,agent,phone,number,client,service",4,,
1767,"tell,contact,phone",4,,
1768,"need,checking,help,payment,methods",4,payment methods,enquiry
1769,"ask,solve,making,agent,issue,payment",4,,
1770,"list,payment,options",4,payment methods,enquiry
1771,"have,trying,make,do,problem,payment",4,,
1772,"ask,talk,agent",4,,
1773,"ask,track,agent,delivery",4,,
1774,"want,track,tell,do,deliveries",4,,
1775,"pops,attempt,make,have,do,error,payment,order",4,,
1776,"have,paying,do,notify,problem,card",4,complaint,enquiry
1777,"ask,solve,agent,issues,payment",4,,
1778,"show,contact,mail,address",4,customer_support ,enquiry
1779,"understand,help,contact,person",4,,
1780,"pops,try,pay,help,error,message,order",4,,
1781,"have,making,do,issue,payment,card",4,,
1782,"have,trying,pay,want,notify,issue,order",4,complaint,enquiry
1783,"give,information,email",4,,
1784,"ask,check,agent,cancellation,fee",4,cancellation_fee,enquiry
1785,"want,track,do,order",4,,
1786,"need,buying,assistance,item",4,,
1787,"know,make,order",4,,
1788,"want,buy,item",4,purchase,enquiry
1789,"help,checking,accept,payment,methods",4,payment methods,enquiry
1790,"helping,need,talking,help,agent",4,,
1791,"ask,check,agent,packages",4,,
1792,"got,attempted,make,charged,do,error,message,payment",4,,
1793,"want,know,check,order",4,,
1794,"ask,agent,cancellation,fee",4,cancellation_fee,enquiry
1795,"tell,know,packages",4,,
1796,"know,order",4,,
1797,"show,allowed,payment,methods",4,payment methods,enquiry
1798,"know,subscribe,company,newsletter",4,newletter,subscription
1799,"understand,do,talk,agent",4,,
1800,",contact",4,,
1801,"show,contact,email,address",4,,
1802,"wanna,track,tell,do,order",4,,
1803,"ask,agent,mail,address",4,,
1804,"need,contact,information,customer,service",4,,
1805,"ask,report,paying,agent,problems",4,complaint,enquiry
1806,"help,getting,refunds,money",4,refund,enquiry
1807,"tell,mail,address,contact",4,,
1808,"ask,solve,paying,agent,problems",4,payment methods,enquiry
1809,"tell,hours,customer,service",4,,
1810,"show,information,mail",4,,
1811,"help,contacting,customer,service",4,,
1812,"made,change,mistake,order",4,,
1813,"pops,try,make,error,message,payment,order",4,,
1814,"want,know,check,deliveries",4,,
1815,"got,attempted,pay,charged,report,error,card",4,,
1816,"check,ask,cases,refunds",4,refund,enquiry
1817,"call,customer,service",4,,
1818,"tell,know,shipments",4,,
1819,"get,forgotten,information,password",4,account,restoration
1820,"have,paying,do,report,problem,order",4,,
1821,"get,try,make,do,error,message,payment,card",4,complaint,enquiry
1822,"have,trying,pay,help,notify,issue,order",4,complaint,enquiry
1823,"bought,change,item,purchase",4,,
1824,"have,making,notify,problem,payment,card",4,complaint,enquiry
1825,"help,lodge,complaint",4,,
1826,"help,take,look,invoice",4,invoice,enquiry
1827,"hacked,have,do,user,account",4,account,restoration
1828,"helping,help,speak,",4,,
1829,"know,talk,",4,,
1830,"show,ask,cases,refunds",4,refund,enquiry
1831,"understand,do,speak,agent",4,,
1832,"have,trying,make,inform,issue,payment",4,,
1833,"tell,contact,hours,customer,service",4,customer_support ,enquiry
1834,"check,invoice,purchases",4,invoice,enquiry
1835,"ask,contact,agent,customer,service",4,customer_support ,enquiry
1836,"lost,do,retrieve,account,password",4,account,restoration
1837,"purchased,have,do,modify,item,purchase",4,,
1838,",phone,number",4,,
1839,"tell,contact,mail,address",4,customer_support ,enquiry
1840,"need,information,email,address",4,,
1841,"hacked,have,do,get,user,account",4,account,restoration
1842,"have,trying,pay,do,notify,issue,order",4,complaint,enquiry
1843,"want,contact,",4,,
1844,"hacked,want,get,profile",4,account,restoration
1845,"get,information,password,recovery",4,account,restoration
1846,"show,ask,cases,refund",4,refund,enquiry
1847,"show,hours,customer,service",4,,
1848,"need,speak,information,client,service",4,customer_support ,enquiry
1849,"tell,is,contact,phone,number",4,customer_support ,enquiry
1850,"want,report,making,do,issue,payment",4,,
1851,"help,checking,refund,policy",4,refund,enquiry
1852,"want,recover,do,account,password",4,account,restoration
1853,"solve,making,issue,payment",4,,
1854,"show,invoices",4,invoice,enquiry
1855,"help,check,allowed,payment,methods",4,payment methods,enquiry
1856,"need,talk,assistance,agent",4,,
1857,"help,cancel,company,newsletter,subscription",4,,
1858,"wanna,check,tell,do,order",4,order,enquiry
1859,"get,attempt,make,have,do,error,message,payment,order",4,,
1860,"have,paying,do,issue,order",4,,
1861,"help,contacting,agent",4,,
1862,"find,contact,information,email,address",4,,
1863,"file,consumer,claim",4,,
1864,"help,talk,",4,,
1865,"helping,need,speaking,help",4,,
1866,"ask,talk,agent,customer,support",4,,
1867,"solve,payment,problems",4,,
1868,"purchased,do,change,product,purchase",4,,
1869,"know,do,talk,agent",4,,
1870,"hacked,help,account",4,account,restoration
1871,"want,check,payment,methods",4,payment methods,enquiry
1872,"get,forgotten,information,passwords",4,account,restoration
1873,"want,know,make,payment",4,,
1874,"help,filing,complaint",4,,
1875,"tell,company,newsletter,subscription",4,,
1876,"want,see,email,address",4,,
1877,"give,information,email,address",4,,
1878,"help,talking,agent",4,,
1879,"solve,problem,payment",4,,
1880,"help,solving,payment,issue",4,,
1881,"have,paying,do,notify,problem,order",4,complaint,enquiry
1882,"helping,want,contact,agent",4,customer_support ,enquiry
1883,"know,take,look,invoices",4,invoice,enquiry
1884,"need,talking,help,agent",4,,
1885,"need,filing,help,complaint",4,,
1886,"tell,know,package",4,,
1887,"help,getting,money",4,refund,enquiry
1888,"get,try,pay,do,error,order",4,payment methods,enquiry
1889,"ask,contact,agent,mail",4,customer_support ,enquiry
1890,"help,recovering,password",4,account,restoration
1891,"hacked,account",4,account,restoration
1892,"have,trying,pay,do,issue,card",4,,
1893,"helping,want,contact,human",4,,
1894,"transfer,agent",4,,
1895,"want,need,speaking,information,help",3,,
1896,"help,submitting,feedback,company",3,,
1897,"ask,write,agent,comment",3,,
1898,"need,want,speak,information",3,,
1899,"have,help,create,profile",3,,
1900,"want,know,contact,phone,number",3,customer_support ,enquiry
1901,"help,reporting,issues,payments",3,,
1902,"help,checking,arrive,item",3,,
1903,"want,lodge,do,review,service",3,feedback,enquiry
1904,"want,information,delivery,period",3,,
1905,"want,know,register,user,account,email",3,,
1906,"ask,contact,agent,number",3,customer_support ,enquiry
1907,"help,submitting,feedback,service",3,,
1908,"have,have,do,call,question",3,,
1909,"want,information,mail",3,,
1910,"want,create,have,do,account",3,,
1911,"got,profile",3,,
1912,"need,need,opening,account,help",3,account,set_up
1913,"need,have,do,talk,information",3,,
1914,"need,getting,help,refund",3,refund,enquiry
1915,"want,make,do,opinion,service",3,,
1916,"show,email,address,contact,customer,support",3,customer_support ,enquiry
1917,"want,know,mail,address,contact",3,customer_support ,enquiry
1918,"want,lodge,do,review",3,feedback,enquiry
1919,"tell,number,customer,service",3,,
